Clinic,Address,City,State,Zip,Treatment center,Detection center,Currently live in latest run,First seen by monitor,Last seen by monitor,Phone,Website,Providers,Epioxa facility ID
"Patrick McManamon, OD","633 West Germantown Pike, Plymouth Meeting, PA 19462",Plymouth Meeting,PA,19462,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13366199187,,Patrick McManamon,5e5fff27-43db-45b1-a691-0197e535f348
Paul Hammond,"3601 West 76th St, Edina, MN 55435",Edina,MN,55435,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17634964307,https://tcecmn.com,,2b77c4b2-f54c-42cd-b3b4-5de4af0e1bfd
Perfect Eye Care Brooklyn,"944 Ralph Avenue, Brooklyn, NY 11203",Brooklyn,NY,11203,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14247881861,https://www.perfecteyecareny.com,Tatyana Galinsky,e8d0d73c-0f5b-47e6-9edb-da9ad61153b3
Personal Eyes AZ,"15600 North Black Canyon Highway, Phoenix, AZ 85053",Phoenix,AZ,85053,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16507511196,https://personaleyesaz.com,Ric Rios; Achal Patel,8c93eb43-b19b-4957-8f1a-876bbced9946
Personal Eyes AZ,"10619 Hayden Road, Scottsdale, AZ 85260",Scottsdale,AZ,85260,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16234006493,personaleyesaz.com,Ric Rios,17c47ae8-33bd-4dc1-bfa3-8f1d598e5b78
Philadelphia Eye Associates,"1930 South Broad Street / Unit 9, Philadelphia, PA 19145",Philadelphia,PA,19145,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13614018284,,Brad Feldman,0a5d1cf9-1c4e-4def-97ae-b0186cef261b
Physicians Eye Care Center,"11055 Little Patuxent Parkway / Suite 105, Columbia, MD 21044",Columbia,MD,21044,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14104987929,https://www.physicianseyecare.com/specialties/cornea-and-external-disease/,,82f0c73e-bbaa-4098-8e01-360f3e4c5a10
"PineCone Vision Center Dr. Trevor Fosso, OD, FAAO, FSLS","2180 Troop Drive, Sartell, MN 56377",Sartell,MN,56377,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13203005330,https://www.pineconevisioncenter.com/,,be8e0368-4feb-4bc7-aeb2-4c9457840866
Planet Vision Eyecare,"8755 Hypoluxo Road, Lake Worth, FL 33467",Lake Worth,FL,33467,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15618166401,,Hetal Bhakta,0160aaba-bade-41ea-9336-6b00080ba21d
Premier Medical Group West,"3701 Dauphin St, Mobile, AL 36608",Mobile,AL,36608,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12515012682,https://premiermedicalgrp.com/,,d46d0f3f-0e66-4b36-b440-9e105de93320
Premier Vision Care Optometry,"25820 Lucille Avenue Suite 103, Lomita, CA 90717",Lomita,CA,90717,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15077647534,https://www.premiervisioncare.net,,1224290a-8872-4d4e-80c5-5b5f0b5497e8
Princeton Eye Group,"419 North Harrison St / Suite 209, Princeton, NJ 08540",Princeton,NJ,08540,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16097459564,,Kevin Feng,c2f6ffde-803e-4f42-b5a7-5886c24a61da
Princeton Optometry,"211 North Harrison Street, Princeton, NJ 08540",Princeton,NJ,08540,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+16096922215,https://www.princeton-optometry.com,Michelle Chung,517cfc42-b9d2-4b51-b992-c097cd48143f
Professional Eye Care at Westar,"584 North State Street, Westerville, OH 43082",Westerville,OH,43082,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16147563118,https://www.westervilleeyedoctor.com,Isidoros Fragoulis; Caitlin Kelly; Jacob Olding,ad3a31ba-41b9-4c39-961c-7d54b82e9ef1
Professional Vision Care- Westerville,"185 South State Street, Westerville, OH 43081",Westerville,OH,43081,No,Yes,Yes,2026-08-09T12:37:07+00:00,2026-08-16T12:25:42+00:00,+16148812384,https://www.professionalvisioncareinc.com/hours-directions/westerville/,Bradley Johnson; Derek Eibon; Jennifer Aschenbener,7ed7bd85-469b-4ea2-9ea0-a3e0dd4d4bd3
Pupila Eye Care,"12512 Memorial Drive / Ste A, Houston, TX 77024",Houston,TX,77024,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17165894845,https://pupilaeyecare.com/eye-care-services,,6fd0a7fe-faee-4053-92f0-b2b39e1d970c
Pupila Eye Care - Energy Corridor,"14634 Memorial Drive, Houston, TX 77079",Houston,TX,77079,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12815338905,https://pupilaeyecare.com/locations/energy-corridor/,,a557a89b-ec0c-46c2-8807-ba7feeec9af0
Pupila Family Eye Care,"132 Southmore Avenue, Pasadena, TX 77502",Pasadena,TX,77502,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12814073391,https://pupilaeyecare.com/locations/pasadena/,,7ea4eeb3-6051-4009-9f46-7fb915f2e9c8
Quinn Eye Center,"832 Northwest 57th Street, Gainesville, FL 32605",Gainesville,FL,32605,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13526612646,https://www.quinneyecenter.com,Kevin Quinn; Rebecca Geering; Kenneth Parker; Shruti Desai; Lauren Chermak,5a7a340b-184c-4bb2-b25b-b2a990046cf9
Rainbow Optometry,"1183 East Foothill Boulevard Suite 140, Upland, CA 91786",Upland,CA,91786,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19094030819,www.rainbowoptometry.com,,90390049-8959-4c05-a6a2-623489e6b0bb
Raleigh Ophthalmology,"2709 Blue Ridge Road, Suite 100, Raleigh, NC 27607",Raleigh,NC,27607,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19127582538,http://www.raleighop.com/north-carolina/cornea-center.htm,Patrick Laber MD,cb161d2b-464b-4000-9e91-65c9e2c2f132
Rand Eye Institute,"5 West Sample Road, Pompano Beach, FL 33064",Pompano Beach,FL,33064,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19548074892,https://www.randeye.com/,Allison Rand,fca15d78-64a2-45ae-9754-28dafe316c8d
Richard Chu,"3017 W 7th St / Suite 210, Fort Worth, TX 76107",Fort Worth,TX,76107,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18176469576,https://www.chuvision.com/keratoconus-minneapolis/corneal-cross-linking,Danny Mathews Dr.; Richard Chu Mr.; Lena Chu OD,933eef95-239a-4535-8e36-e9345e44ffe9
Richard Chu,"4631 South Hulen Street, Fort Worth, TX 76132",Fort Worth,TX,76132,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18173830389,https://www.chuvision.com/procedures/cornea/corneal-collagen-crosslinking,Danny Mathews,9f312a01-0446-4ebb-a0de-367f03947218
Richard Chu,"3105 East Southlake Boulevard, Southlake, TX 76092",Southlake,TX,76092,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18175876592,https://www.eyeworksgroup.com,Robert Chu Mr.,4a2a5655-c6aa-41c7-92f5-d3ebf454188f
Ridgeview Eye Care,"18208 West 119th Street, Olathe, KS 66061",Olathe,KS,66061,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19134534386,ridgevieweyecare.com https://www.kansascontactlens.com/,Jacob Letourneau OD; Carrie Hartigan,40a0726a-fdce-473c-8730-49322b3a7311
"Rochester Regional Health Eye Care- Greece, NY","2345 Ridgeway Avenue, Rochester, NY 14626",Rochester,NY,14626,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15858663197,https://www.rochesterregional.org/locations/eye-care/greece?y_source=1_MTQ0NTQwOTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#sortCriteria=%40pl_degree_rank%20ascending&f-pl_locationcategory=Eye%20Care,,9252d46a-8c3f-4c42-83a5-fe50602c991e
Rockland Eye | OCLI Vision,"1 Crosfield Avenue, West Nyack, NY 10994",West Nyack,NY,10994,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+18454098031,,Nathaniel Nataneli; Taylor Kupferberg,f68e6ffa-8ba2-4ab6-bbfe-9cdbf5d7f42e
Rothbloom Eye Care,"1655 Spring Road Southeast, Smyrna, GA 30080",Smyrna,GA,30080,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16787353251,,Aaron Gilliam; Stephen Rothbloom; Marissa Thornton,d1669009-82e5-44e7-8cf7-343215b5e5ad
Rouse Family Eyecare,"15916 West State Road 84, Weston, FL 33326",Weston,FL,33326,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19543699630,https://www.rousefamilyeyecare.com,David Rouse,236d3488-bb69-4f32-ac17-e367256cfd8f
Roy Lehman MD,"1625 Highway 75 North, Sherman, TX 75090",Sherman,TX,75090,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19039126960,https://www.rgbeyeassociates.com/,Jeffrey Harris,b3e11f66-95f5-4420-8f1e-70fa82a17481
San Francisco Eye Institute,"711 Van Ness Ave / STE 310, San Francisco, CA 94102",San Francisco,CA,94102,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12603454461,https://www.sfeyeinstitute.com,,3384bc35-2569-4202-bba9-53be1f6f9d26
Sandhya Iyer MD,"1201 Summit Avenue, Fort Worth, TX 76102",Fort Worth,TX,76102,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18176011158,,Sandhya Iyer; Sean Healey Mr.; Cassandria Warr; Adriana Guardiola Mrs.,c8d26729-d3aa-46e3-8b11-aeaf07d401aa
Sandhya Iyer MD,"5801 Oakbend Trail, Fort Worth, TX 76132",Fort Worth,TX,76132,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18176864282,https://fortworth2020.com/locations/fort-worth-city-view-office,Sean Healey Mr.,0effb266-b700-4078-a29d-8e2c1b7e5330
Sandhya Iyer MD,"3906 East US Highway 377, Granbury, TX 76049",Granbury,TX,76049,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18178666378,https://fortworth2020.com/locations/granbury-office-heb-shopping-center,Sean Healey,935f57c1-4716-44ab-bb37-c962ad9c99dd
Sandhya Iyer MD,"809 West Harwood Road, Hurst, TX 76054",Hurst,TX,76054,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18176465823,https://fortworth2020.com/locations/hurst-office,Sean Healey Mr.,052db053-255d-4fda-b816-dd543cddab93
Sandhya Iyer MD,"804 Santa Fe Drive, Weatherford, TX 76086",Weatherford,TX,76086,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18175805598,https://fortworth2020.com/locations/weatherford-office,Sean Healey,3932ab2c-7754-494f-8e7d-e60466f43dd0
Sandy Iyer,"1201 Summit Avenue, Fort Worth, TX 76102",Fort Worth,TX,76102,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18175918254,www.fortworth2020.com,Sean Healey Dr.,ef358776-bebf-4faf-bd08-43f5459b7e2f
Scott Eye Care,"5511 Cameron Street, Scott, LA 70583",Scott,LA,70583,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13373526504,https://www.scotteye.com/,,40bea2cf-a433-4e5b-9acd-654f2fd41e66
Scripps Poway Eyecare,"10549 Scripps Poway Parkway Suite G, San Diego, CA 92131",San Diego,CA,92131,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18588798405,www.scrippseyecare.com,,9a2413aa-f9dd-4ff1-9982-30c43d00c712
Sea Eye Care,"9573 Shore Drive STE E, Norfolk, VA 23518",Norfolk,VA,23518,No,Yes,Yes,2026-08-04T13:55:18+00:00,2026-08-16T12:25:42+00:00,+17575749971,https://www.seaeyecare.org/,James Komornik OD,43b537e8-1173-40db-9754-a2b788e4f201
Seaview Eyecare,"2545 South State Road 7, Suite 10, Wellington, FL 33414",Wellington,FL,33414,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15617657152,https://www.seavieweyecare.com,Amanda Weiss; Amber Fiarman,1bb6add7-2685-43f2-8548-2d175d9125de
See Clearly,"8138 Watson St., McLean, VA 22102",McLean,VA,22102,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12296291259,,,25482fd6-0010-4697-8bac-0a7b741a5e49
SeeCoast Eye Care,"2341 Southeast Federal Highway, Stuart, FL 34994",Stuart,FL,34994,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17722920830,https://www.seecoasteyecare.com,Amanda Nugent; Charles Suivski; Ashleigh Miller,b92774ca-a1dc-4fb5-9652-6adb9b5418b6
Select Eye Care,"8601 LaSalle Rd / Ste 108, Towson, MD 21286",Towson,MD,21286,Yes,No,Yes,2026-07-24T13:24:06+00:00,2026-08-16T12:25:42+00:00,+14105931393,https://www.select-eyecare.com/,,3686762a-f278-42e7-b596-1d2f0906c8f3
Sheth-Horsley Eye Center,"300 Trade Center - Suite 7690, Woburn, MA 01801",Woburn,MA,01801,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17817227008,https://www.shethhorsleyeyecenter.com/corneal-diseases,Sonya Sheth OD; Nilesh Sheth MD,f3d163ee-716f-44f0-9728-ce653cdad132
Shoreline Optometry- Dr. Jennifer Webb,"419 North Shoreline Boulevard, Mountain View, CA 94043",Mountain View,CA,94043,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16505478570,https://www.shorelineoptometry.com,,8e1044a6-15de-4f8d-8ed1-2369007922c7
Sight MD Babylon,"500 West Main Street / Suite 210, Babylon, NY 11702",Babylon,NY,11702,No,Yes,Yes,2026-08-05T13:52:29+00:00,2026-08-16T12:25:42+00:00,+16318372629,https://www.sightmd.com/locations/babylon/?utm_source=gmb&utm_medium=local_listings,Eric Rosenberg; Michael Lamonica; Alanna Natis,130b33fc-ef36-4e67-b1a9-66ece8910156
Sightline Laser Eye Center,"2100 Corporate Drive, Wexford, PA 15090",Wexford,PA,15090,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17243826696,https://www.sightlinelaser.com,Ladan Espandar MD; Paul Phillips; Derek Leale MD,8bc04b2b-f9a4-40cb-b396-6d6922629316
Silk Vision & Surgical Center,"3301 Woodburn Rd / Suite 308, Annandale, VA 22003",Annandale,VA,22003,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17853903387,https://www.silkvision.net,,50d88e8f-b059-403b-b058-654976dfadff
Skyline Vision (Pueblo North),"4026 Jerry Murphy Road, Pueblo, CO 81001",Pueblo,CO,81001,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17194558407,https://skylinevisionclinic.com,,2ad865b6-ffb5-476b-b104-38835eeef03f
Skyline Vision Clinic,"3155 N Union Blvd., Colorado Springs, CO 80907",Colorado Springs,CO,80907,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17192129762,https://skylinevisionclinic.com/specialty-eye-care/cornea-care/keratoconus/,Matthew Chang,4a2298d7-d6ed-41c9-83cd-c9c79f658d31
Slidell Eye Specialists,"2053 Gause Blvd. East / Suite 100, Slidell, LA 70461",Slidell,LA,70461,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19853228169,https://www.seebetterla.com/,,682d113b-9144-423b-b6ca-8262216f82a5
Smart Eye Care,"2613 East 16 St, Brooklyn, NY 11235",Brooklyn,NY,11235,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16064986471,http://www.smarteyecare.nyc,Evelyn Icansanio; Michael Ehrenhaus; Edward Rubinchik,ae79f9c6-01b0-464c-83f6-569a4522cfe2
Sound Shore Vision Center,"271 Smithtown Boulevard, Nesconset, NY 11767",Nesconset,NY,11767,No,Yes,Yes,2026-07-30T13:44:50+00:00,2026-08-16T12:25:42+00:00,+19145869350,https://soundshorevision.net/staff/steve-d-rubinstein-od/,Steven Rubinstein,b66f491c-a9be-405a-a239-75ee54a21bb5
Sound Vision Care,"1721 North Ocean Avenue, Medford, NY 11763",Medford,NY,11763,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+16318574704,https://www.soundvisioncare.com,Michelle McKillop,9f061a19-fca9-40df-b9b0-1e5e6f2756e2
South Shore Eye Care,"689 Broadway, Massapequa, NY 11758",Massapequa,NY,11758,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15166891128,https://www.southshoreeyecare.net/,Eric Conley; Carolyn Shih; Jason Flicker,f34f5bc1-7a2f-4ce9-86c0-7a93fef08ea0
Southwest Eye Care Optometric Center,"4649 Planz Road, Bakersfield, CA 93309",Bakersfield,CA,93309,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16615391347,www.southwestec.com,,e9d3065a-1cff-415d-ab94-cd2064bf9613
Specs Appeal,"2570 Blackmon Drive, Decatur, GA 30033",Decatur,GA,30033,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16789169630,https://www.specsappealga.com/,Minh Ta,1e1152c1-fd7c-4795-84fe-8f97fdfcc9ef
"Spectrum Eye Physicians Cupertino- Dr. Leeanna Nguyen, OD","10300 South De Anza Boulevard, Cupertino, CA 95014",Cupertino,CA,95014,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14083572719,www.spectrumeye.com,,933b0d4a-63b3-4dcc-a465-f27e4ad11ecd
Spectrum Eye Physicians Hollister,"930 Sunnyslope Road, Hollister, CA 95023",Hollister,CA,95023,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18315250023,https://www.spectrumeye.com/our-locations/hollister/,,d6844809-a91b-4df2-ae2b-157edbf93c6e
Spectrum Eye Physicians San Jose,"2100 Forest Ave, San Jose, CA 95128",San Jose,CA,95128,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16513689630,www.spectrumeye.com,,625f2838-2673-4e15-9df8-842e61255556
Spectrum Eye Physicians Watsonville,"40 Penny Lane, Watsonville, CA 95076",Watsonville,CA,95076,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18314804881,https://www.spectrumeye.com/our-locations/watsonville-penny-lane,,7937ee5a-8ab4-430d-8069-b6b6255082b1
Spectrum Optical - Bridgeport Location,"45 Professional Place
Suite 200, Bridgeport, WV 26330",Bridgeport,WV,26330,No,Yes,No,2026-07-14T02:12:15.966Z,2026-08-06T13:50:19+00:00,+13048234472,www.spectrumoptical.com,Tyler Kerr OD; Cynthia Zwolensky OD,4c722939-9d81-47d0-b105-d2aaa5e20fc0
Spectrum Optical - Morgantown Location,"1257 Pineview Drive, Morgantown, WV 26505",Morgantown,WV,26505,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+13045073360,www.spectrumoptical.com,Cynthia Zwolensky OD; Tyler Kerr OD,a45b0329-94e7-4227-bf7a-68dfb44292ef
Springfield Eye Associates,"3640 Main ST #205, Springfield, MA 01107",Springfield,MA,01107,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14133845179,www.springfieldeyeassociates.com,,4e7d2d51-c4ae-4c0a-b80a-d38ff9bfb2ef
SSM Health,"2850 O’Keefe Avenue,, Sun Prairie, WI 53590",Sun Prairie,WI,53590,Yes,Yes,Yes,2026-07-24T13:24:06+00:00,2026-08-16T12:25:42+00:00,+16082925596,,,9177dee6-c7f6-4011-a171-296aa4566298
Stamper Optometry,"2508 Mission Street, San Francisco, CA 94110",San Francisco,CA,94110,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17752788168,,,317dbd4d-a207-4e07-8633-e3dfcacb9693
Summit Eye Care,"N89 W16785 Appleton Avenue, Menomonee Falls, WI 53051",Menomonee Falls,WI,53051,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14142464526,https://www.summiteyewi.com/about/milwaukee-optometrist-nicholas-bruns/,,e7a4f419-ce77-4d46-99af-827020222ac4
Summit Eye Center,"1621 NW Blue Parkway, Lees Summit, MO 64086",Lees Summit,MO,64086,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18167446886,https://www.summiteyekc.com/,Kevin Skelsey MD; Kelsey Kleinsasser OD,2c80b09b-f9ef-4f2d-9411-09c1ada62a17
Summit Eye Center,"3400 West 10th Street, Sedalia, MO 65301",Sedalia,MO,65301,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18163235294,https://www.summiteyekc.com/locations/sedalia-mo,Kevin Skelsey MD; Kelsey Kleinsasser OD,909c0611-5494-49da-b6c1-742425f8ba14
Summit Health Management,"95 Madison Ave Floor 2, Morristown, NJ 07960",Morristown,NJ,07960,Yes,No,Yes,2026-07-31T13:50:30+00:00,2026-08-16T12:25:42+00:00,+19735524784,https://www.summitmedicalgroup.com/locations/morristown-95-madison-avenue,Ava Huchun,a9e75807-d36b-4e3c-9c04-f38176c4a40d
Sunnyvale Optometry,"596 East El Camino Real, Sunnyvale, CA 94087",Sunnyvale,CA,94087,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13639990828,https://www.sunnyvaleoptometry.net,,7d68d5bd-e8a6-4879-b1c0-fe3e9be943f4
SUNY College of Optometry,"33 West 42nd Street, New York, NY 10036",New York,NY,10036,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+14243953916,,Anupam Laul; Eva Duchnowski,b8e8e230-328f-4744-8a0d-b69006a984d5
Teton Eye Clinic,"555 East Broadway Avenue, Jackson, WY 83001",Jackson,WY,83001,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13072093452,utaheyecenters.com/locations/wyoming/,Jamie Monroe,a570d050-3353-48b2-ad16-fec5c54b2e20
Texas Eye Care Network,"6002 S. Staples Street, Corpus Christi, TX 78413",Corpus Christi,TX,78413,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13613065637,www.texaseye.care,Jorge De La Chapa,2e1b295d-3b65-4294-ac40-34109c88258f
Texas Regional Eye Center,"3811 Sagebriar Dr, Bryan, TX 77802",Bryan,TX,77802,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19794755619,www.texasregionaleye.com,Jake Young; William Riggs; Kyle Varvel; Michael Everson,9eedd469-1daa-476d-90c5-3b6d2cc827f6
"The Eye and Vision Center, MCPHS School of Optometry","10 Lincoln Square, Worcester, MA 01608",Worcester,MA,01608,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15086919882,https://www.mcphs.edu/patient-centers-and-clinics/eye-and-vision-center,"Joseph Stamm OD, FAAO; Jessica Walter OD, FAAO; Jami Parsons Malloy OD, FAAO",9788cf17-e17d-4fde-af63-948793515348
The Eye Clinic,"1767 Imperial Blvd., Lake Charles, LA 70605",Lake Charles,LA,70605,Yes,Yes,Yes,2026-07-30T13:44:50+00:00,2026-08-16T12:25:42+00:00,+13372522587,http://www.theeyeclinic.net/cornea-lake-charles/,,0919c645-a060-4f63-907f-c8e3f87bc937
The University of Michigan,"1500 East Medical Center Drive, Ann Arbor, MI 48109",Ann Arbor,MI,48109,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17345402045,,,7af39a4c-0a40-4b68-b3df-ee7482a75a86
Three Rivers Eye Care,"209 West Main Street Suite 100, Kelso, WA 98626",Kelso,WA,98626,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13602072635,threeriverseyecare.com,,c43b38d7-59ec-4e6a-807c-43afa1195c6d
Tower Clock Eye Center,"1087 West Mason St., Green Bay, WI 54303",Green Bay,WI,54303,Yes,Yes,Yes,2026-07-24T13:24:06+00:00,2026-08-16T12:25:42+00:00,+19207893781,towerclockeyecenter.com,,9e778072-94e3-44b4-9964-e6de13cc4dc9
Towne Lake Eye Associates,"1010 Wyngate Parkway, Woodstock, GA 30189",Woodstock,GA,30189,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19897688031,https://townelakeeye.com,Christopher Luft; Steven Keith,6da0bf25-349c-4f2b-94d9-2872bc11580d
Treasure Coast Eye Specialists,"1441 Southeast Ocean Boulevard, Stuart, FL 34996",Stuart,FL,34996,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17722574568,https://treasurecoasteyespecialists.com/,Carrie Palmer,dde99857-fde8-475a-8c6a-b0b22cf831e4
Tri-County Eye Clinic,"431 Bertucci Blvd, Biloxi, MS 39531",Biloxi,MS,39531,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12282528427,http://tcecms.com/,,e4e43a6a-f716-4c3f-a92a-6068acb7e230
Triad Eye,"6827 S. Memorial, Tulsa, OK 74133",Tulsa,OK,74133,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19182624201,https://triadeye.com/,,67b515dd-f9a1-4164-9423-d4f06a6ae921
Triad Eye Institute - Fayetteville,"2783 North Shiloh Drive, Fayetteville, AR 72704",Fayetteville,AR,72704,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14793460838,https://triadeye.com/,,d9c28245-f408-4938-899b-4880e09a9048
Tulman Eye Group,"880 Crestmark Drive, Lithia Springs, GA 30122",Lithia Springs,GA,30122,No,Yes,No,2026-07-22T01:05:31+00:00,2026-08-02T13:06:35+00:00,+16206302406,https://visionsource-tulmaneyegroup.com/,Bryan Truong; Mehrdad Saadat,cc318f2b-70f0-43ea-a8cc-52acb6d55583
UAB Eye Care/Optometry,"1716 University Boulevard, Birmingham, AL 35233",Birmingham,AL,35233,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+12058947910,https://www.uab.edu/optometry/home/uab-eye-care,Candice Turner; Jennifer Craig; Ami Epstein,0b1b3190-eecc-4598-b4fc-bf0f1c59c115
